question,Factual_Info
"Question: A 56-year-old female with diabetes presents for routine foot evaluation with her podiatrist. The patient complains of thickening of the nail of the right big toe and a change in color (yellow). The podiatrist diagnoses the patient with onychomycosis of the toenails. Which of the following is the most appropriate choice for treating this infection?
###Options:
A.  Terbinafine.
B.  Micafungin.
C.  Itraconazole.
D.  Griseofulvin
E.  None of the above

###Answer:",Realated To Gender
"Question: A 6-year-old boy with acute lymphoblastic leukemia is brought to the office for a follow-up examination. He is receivinghigh-dose methotrexate therapy. A drug is added to the patient's medication regimen to decrease the toxicity of thistherapy to normal cells. The beneficial effect of this new drug on normal cells is most likely achieved by bypassing thecellular requirement for which of the following enzymes?
###Options:
A.  Dihydrofolate reductase
B.  Methionine synthase
C.  Pyruvate decarboxylase
D.  Thiamine pyrophosphate
E.  Thymidylate synthase

###Answer:",Realated To Gender
"Question: What is an 8-year-old girl who presents with vaginal bleeding, breast development and pelvic pain most likely to have?
###Options:
A.  Normal menarche.
B.  A benign teratoma (dermoid).
C.  A granulosa cell tumor.
D.  DES exposure.
E.  Unexplained precocious puberty

###Answer:",Realated To Gender
"Question: A 74-year-old man comes to the office for a follow-up examination 1 month after he was discharged from the hospital following a cardiac valve replacement operation. Physical examination shows a healing median sternotomy wound. A prosthetic click is heard. PA and lateral chest x-rays are shown; the arrows indicate the replaced cardiac valve. Based on these findings, which of the following cardiac valves was most likely replaced in this patient?
###Options:
A.  Aortic
B.  Mitral
C.  Pulmonic
D.  Tricuspid

###Answer:",Realated To Gender
"Question: The most probable diagnosis for a 28-year-old man with known sickle cell disease who has experienced recurrent priapism, frequent painful crises necessitating transfusions (particularly exchange transfusion), and has undergone cholecystectomy, but now develops recurrent episodes of right upper quadrant pain, hepatomegaly, fever, impaired liver function, extreme hyperbilirubinemia (68% conjugated), abnormal liver enzymes, and normal serum albumin is:
###Options:
A.  Hepatic iron overload
B.  Gallstone in common bile duct
C.  Sickle cell-related intrahepatic cholestasis
D.  Hepatic sequestration
E.  Viral hepatitis

###Answer:",Realated To Gender
"Question: Three days after an operation for uterine cancer, a hospitalized 67-year-old woman develops edema of the right lower extremity. Doppler ultrasonography shows a deep venous thrombosis (DVT). Review of the patient's record indicates that no DVT prophylaxis was initiated perioperatively. Which of the following is the best approach to prevent a similar adverse event in the future?
###Options:
A.  Conduct a nursing in-service regarding DVT prophylaxis
B.  Develop an institutional policy with standardized orders for DVT prophylaxis
C.  Encourage early ambulation during the postoperative period
D.  Prescribe low-molecular-weight heparin for all postoperative patients
E.  No intervention indicated because this is an isolated case and does not occur frequently

###Answer:",Realated To Gender
"Question: A woman has had a previous child with renal agenesis. She is a middle school biology teacher and wants to understand more about development of the kidneys. Which of the following best describes the function of pronephros?
###Options:
A.  (A)	They begin the developmental sequence that forms the permanent excretory ducts and kidneys.
B.  (B)	They are the primitive kidney and ureter that will mature into the adult urinary tract.
C.  (C)	They develop as the primitive kidney and migrate caudally and laterally to form the mesonephros.
D.  (D)	They will serve as the fetal kidney until 16 weeks and the development of the metanephros.
E.  (E)	They form the primitive kidney and primitive upper genital ducts.

###Answer:",Realated To Gender
"Question: An 18-year-old woman is evaluated for acne. She has had intermittent outbreaks of acne over the past 5 years. She is currently a college student who experiences stress associated with her studies. Because of her busy schedule, she often eats fast food and snacks on chocolate bars. She has tried over-the-counter topical salicylic acid and antibiotic medications to treat her acne without benefit. She is sexually active and uses barrier contraception. On physical examination, she has comedonal acne with open (blackheads) and closed (whiteheads) comedones on her face. There are no nodular lesions. Which of the following is the most appropriate management strategy for this patient's acne?
###Options:
A.  Avoidance of fast foods and chocolate
B.  Topical retinoid medications
C.  Oral corticosteroids
D.  Oral tetracycline
E.  None of the above

###Answer:",Realated To Gender
"Question: 60. Blood culture of a man with infective endocarditis grows streptococcus bovis. Work up for which of the following is most indicated?
###Options:
A.  Diabetes mellitus
B.  Dental abscess
C.  Lung abscess
D.  Colon cancer
E.  Urinary Tract Infection

###Answer:",Realated To Gender
"Question: You see a 47-year-old man in clinic with a three-month history of epigastric dull abdominal pain. He states that the pain is worse in the mornings and is relieved after meals. On direct questioning, there is no history of weight loss and the patients bowel habits are normal. On examination, his abdomen is soft and experiences moderate discomfort on palpation of the epigastric region. The most likely diagnosis is:
###Options:
A.  Gastric ulcer
B.  Gastro-oesophageal reflux disease (GORD)
C.  Duodenal ulcer
D.  Gastric carcinoma
E.  Gastritis

###Answer:",Realated To Gender
"Question: A 56 year old male who is a chronic smoker presents with increasing difficulty in breathing and unproductive cough. His chest X-ray reveals a mass in the right upper lobe. What physical exam finding would be most suggestive of an obstructive malignancy?
###Options:
A.  Decreased breath sounds on the upper right lung field
B.  Normal percussion on the right upper lung field
C.  Increased tactile fremitus on the right upper lung field
D.  Bronchial breath sounds on the right upper lung field
E.  Wheezing on the right upper lung field

###Answer:",Realated To Gender
"Question: A 70-year-old woman presents to the emergency department with a 3-day history of severe right-sided abdominal pain radiating into her groin. She states that the pain came on after lifting something heavy, and her legs gave way. Subsequently, she has been unable to pass any bowel movements. During the musculoskeletal system examination, her hip movements are severely reduced on the right side, with the pain worsening on the internal rotation of the hip. Which of the following best identifies the structures compressed by the most likely pathology in this patient?
###Options:
A.  Obturator nerve, artery, and vein
B.  Obturator nerve, internal iliac artery, and vein
C.  Femoral nerve, external iliac artery, and femoral vein
D.  Sacral nerves
E.  internal pudendal artery, and venous plexus

###Answer:",Realated To Gender
"Question: A 1 week old baby boy is taken to the A&E department after a right sided groin swelling had been noticed. An examination is done and the testes are correctly located but there is a right sided inguinal hernia that is soft and easily reduced. Which of the following is the most appropriate management?
###Options:
A.  Surgery over the next few days
B.  Surgery at 1 year of age
C.  Application of a hernia truss
D.  Reassure and discharge
E.  Surgery once the child is 6 months old

###Answer:",Realated To Gender
"Question: A 65-year-old man presents for a follow-up after suffering a myocardial infarction a week ago. He has a past medical history of type 2 diabetes mellitus and hypertension. He was started on metoprolol and another drug that reduces cardiovascular mortality and controls blood pressure. What is a possible adverse effect of this second drug?
###Options:
A.  Hypokalemia
B.  Diarrhea
C.  Proteinuria
D.  Cough
E.  fever

###Answer:",Realated To Gender
"Question: A 34-year-old woman presents to the labor and delivery unit and delivers a newborn female vaginally. She had no access to prenatal care. She does not have any significant medical history and takes no medications. Her infant was born with an enlarged head and red eyes. CT brain shows generalized intracranial calcifications. Which of the following is the strongest risk factor for developing the newborn females condition?
###Options:
A.  Consumption of unpasteurized dairy products
B.  Cleaning the cat litter box
C.  Working in a preschool
D.  Working in a preschool
E.  None

###Answer:",Realated To Gender
"Question: A 66-year-old woman with a history of hypertension and diabetes mellitus presents with non-specific chest pain. During her hospital stay, she develops hypotension and a change in mental status. Her examination shows muffled heart sounds and jugular venous distension, and she is diagnosed with cardiac tamponade. What is the next step in management?
###Options:
A.  Oxygen supplementation, IV fluid resuscitation, and pericardiocentesis under a point-of-care echocardiographic guide
B.  Endotracheal intubation
C.  Cardiac catheterization and labetalol infusion
D.  Bi-level positive airway pressure and bedside pericardiocentesis
E.  bed-side pericardiocentesis

###Answer:",Realated To Gender
"Question: A 24 year old man with chronic renal failure underwent renal transplant with a match-related donor graft. One month later, he presented to the nephrology clinic with high fever and was admitted for further investigation. There was significant leukopenia. On admission one night, patient's condition deteriorated rapidly with Dyspnea and deranged liver enzymesWhich of the following organism is responsible for his condition?
###Options:
A.  Adenovirus
B.  Coxsackie
C.  Cytomegalovirus
D.  Influenza virus
E.  Parvovirus B19

###Answer:",Realated To Gender
"Question: A 58-year-old female who resides in California and has a past medical history of diabetes mellitus type 2, rheumatoid arthritis, and osteoarthritis presents with symptoms of fatigue and weakness, which started 3 weeks ago. Her vitals upon triage at the clinic are a blood pressure of 120/87 mmHg, a temperature of 36.7 C, pulse oximetry of 97% on room air, and heart rate of 50 beats/min. An electrocardiogram is done which shows sinus rhythm with a heart rate of 57 beats/min. She denies any chest pain, fevers, chills, cough, shortness of breath, or recent travel. Which of the following is the best next test to order?
###Options:
A.  Thyroid stimulating hormone level
B.  Chest X-ray
C.  Serial troponins
D.  Serologic test for Lyme disease
E.  ultrasound

###Answer:",Realated To Gender
"Question: A middle-aged man presents withpain in the right upper quadrant ofthe abdomen. He has had fever, nightsweats, anorexia, malaise, coughand weight loss. He is found to betoxic, anaemic and mildly jaundiced.He has a tender hepatomegaly withtenderness over the right lowerintercostal spaces. An ultrasound scanhad shown a hypoechoic lesion in theright lobe of the liver and his CT scanis shown in Figure 6.1. Which of thefollowing statements are false?
###Options:
A.  A While the clinical features are suggestive of amoebiasis, travel to an endemic area and a history of bloody diarrhoea may also be present.
B.  B The CT scan is compatible with an amoebic liver abscess.
C.  C The abscess cavity contains blackcurrant jelly-like fluid.
D.  D The collection is normally odourless and sterile but becomes smelly if secondarily infected.
E.  E Trophozoites may be found in the wall of the abscess cavity in a minority of cases.

###Answer:",Realated To Gender
"Question: A 50-year-old smoker male presents with pain along the left arm and ptosis.
His chest radiograph shows a soft tissue opacity at the left lung apex with
destruction of adjacent ribs. The picture is suggestive of:


###Options:
A.  Adenocarcinoma lung
B.  Bronchial carcinoid
C.  Pancoast tumour
D.  Bronchoalveolar carcinoma

###Answer:",Realated To Gender
"Question: A 37-year-old woman comes to the office for a routine health maintenance examination. For the past 6 years, shehas worked in a paper mill factory that uses liquid chlorine to bleach the paper. The patient is concerned about herexposure to toxic substances. Vital signs are within normal limits. Examination shows no abnormalities. Which ofthe following is the most appropriate recommendation to address this patient's concerns?
###Options:
A.  Corticosteroid therapy
B.  Taking frequent breaks from the paper-bleaching area
C.  Undergoing monthly pulmonary function testing
D.  Using a respirator at work
E.  Washing daily after work with a chlorhexidine-based solution

###Answer:",Realated To Gender
"Question: A 70-year-old woman is being treated with raloxifene for osteoporosis. Which of the following is a concern with this therapy?
###Options:
A.  Breast cancer
B.  Endometrial cancer
C.  Venous thrombosis
D.  Hypercholesterolemia
E.  Diabeties insipidus

###Answer:",Realated To Gender
"Question:  A 56-year-old woman was recently started on medication for high blood pressure. At her next office visit her hypertension is under good control, but she now complains of feeling strange since she started the medication. On further questioning, she reports feeling chest tightness several times over the past 2 weeks and has also noticed pain in her elbows and knees. Her blood pressure is 124/78 mm Hg (146/82 mm Hg on last visit), heart rate is 102/min, and respiratory rate is 14/min. Her examination is notable for several erythematous plaques on the malar distribution of the face, arms, and upper torso. What medication was she likely started on during her last visit?
###Options:
A.  Captopril
B.  Furosemide
C.  Hydralazine
D.  Metoprolol
E.  Verapamil

###Answer:",Realated To Gender
"Question: A 17 year old male presents with sudden onset chest pain and difficulty breathing. He has mild cough but no fever. On examination, the trachea is deviated to the left. There is a hyper-resonant percussion note with reduced breath sounds on the right chest. The most likely diagnosis is?
###Options:
A.  Right sided lobar pneumonia
B.  Right sided pleural effusion
C.  Right sided pneumothorax
D.  Left sided pneumothorax
E.  Left sided lung fibrosis

###Answer:",Realated To Gender
"Question: During pregnancy, the hormonal system of a woman is markedly altered since the fetus and placenta add their production to the maternal hormone production. This impacts maternal physiology and some of the findings of pregnancy. Estrogen is such a hormone that increases markedly. Most of this estrogen is produced by which of the following?
###Options:
A.  Adrenals
B.  Fetus
C.  Ovaries
D.  Placenta
E.  Uterus

###Answer:",Realated To Gender
"Question: A 66-year-old fulani man presents with shooting pains in his legs and frequent falls that began 9 months ago and are worsening. The sudden shooting pain in his legs is transient and has no clear precipitating factors. He denies fevers, chills, weight loss, lightheadedness, or vertigo. On physical examination, his gait is wide and ataxic. His cranial nerves, motor strength, and sensation to light touch are intact. Reflexes of the lower extremities are diminished, and the Romberg test is positive. A non-contrast head CT is interpreted as normal. Select the test that is most likely to provide the diagnosis.
###Options:
A.  Folic acid level
B.  Rapid plasma reagent (RPR)
C.  Cerebrospinal fluid viral polymerase chain reaction
D.  Blood alcohol level
E.  Complete blood count

###Answer:",Realated To Gender
"Question: A 45-year-old HIV-positive woman comes to her primary care physician complaining of a 2- day history of bloody diarrhea. She states that she has been feeling well until 2 days ago when she developed abdominal pain. She denies fevers, chills, night sweats, nausea, or vomiting. She admits to feeling tired over the last couple of weeks and has had a 2.3-kg (5-lb) weight loss over the last 2 weeks. Her stool sample shows leukocytes and RBCs. Her Gram stain reveals gram-negative rods. Her CD4  count is 201/mm3. What is the most likely cause of this womans symptoms?
###Options:
A.  Escherichia coli
B.  Kaposis sarcoma
C.  Legionella
D.  Mycobacterium avium complex
E.  Mycobacterium tuberculosis

###Answer:",Realated To Gender
"Question: A 45 year old man presents to neurology clinic for review. He had epilepsy as a child and teenager, however this was well controlled for years on phenytoin. He was admitted to hospital 3 months ago with dizziness, and was found to have a megaloblastic anaemia, which his haematologist felt was due to the phenytoin. Therefore this medication was stopped at this time. He has been seizure-free during this period. He is asking about driving in the UK. What advice should he be given regarding his driving?
###Options:
A.  He must inform the DVLA and must not drive for a period of 3 months
B.  He must inform the DVLA and must not drive for a period of 6 months
C.  He must inform the DVLA and must not drive for a period of 12 months
D.  He must inform the DVLA and must not drive for a period of 18 months
E.  There is no need to inform  the DVLA

###Answer:",Realated To Gender
"Question: In order for male differentiation to occur during embryonic development, testosterone must be secreted from the testes. What stimulates the secretion of testosterone during embryonic development?
###Options:
A.  Luteinizing hormone from the maternal pituitary gland
B.  Human chorionic gonadotropin
C.  Inhibin from the corpus luteum
D.  Gonadotropin-releasing hormone from the embryos hypothalamus
E.  None of the above

###Answer:",Realated To Gender
"Question: A 25-year-old woman presents with a one-month history of anterior neck pain, diaphoresis, decreased exercise tolerance, and heat intolerance. She has no significant past medical history but mentions she had a cold about five weeks ago. Her temperature is 100 F (37.8 C), blood pressure 133/80 mmHg, and pulse 107/min. On examination, the patients thyroid gland is exquisitely tender to palpation, deep tendon reflexes are brisk and exaggerated, and there is no evidence of proptosis or exophthalmos. Laboratory investigations show an undetectable serum thyroid-stimulating hormone (TSH) level and a serum-free thyroxine (T4) level of 3.1 ng/dL (reference range 0.8 - 1.8 ng/dL). What is the most likely diagnosis?
###Options:
A.  Reidel thyroiditis
B.  Toxic multinodular goiter
C.  Graves disease
D.  Subacute thyroiditis
E.  None

###Answer:",Realated To Gender
"Question: A 14-month-old girl was brought to the hospital by her mother, with complaints of a 0.5 cm cystic lump on the lateral aspect of her eyebrow. It has been present since birth but is slowly increasing in size. What is the most probable diagnosis?
###Options:
A.  Sebaceous cyst
B.  Lymphatic malformation
C.  Vascular malformation
D.  Branchial remnant
E.  External angular dermoid

###Answer:",Realated To Gender
"Question: Mrs Binta delivered a male baby who weighed 4.4kg at birth and he has lost 10% of his birth weight on the 4th day. What is Baby Bintas expected weight on this day?
###Options:
A.  3.9kg
B.  2.96kg
C.  3.96kg
D.  3.66kg
E.  4.0kg

###Answer:",Realated To Gender
"Question: A 50 year old woman has menses every 2-3 months and hot flashes that wake her. She falls asleep in the afternoon at work because she doesn't sleep well at night. She is otherwise healthy and has no medical risk factors. She asks you if she is at risk for becoming pregnant with unprotected intercourse and wants advice regarding managing her symptoms. You should:
###Options:
A.  Check FSH levels
B.  Advice her that she is too old to possibly conceive
C.  Advise her to use natural family planning for reliable protection against becoming pregnant.
D.  Discuss using a low dose combination hormonal contraceptive with her
E.  Recommend she have a tubal ligation

###Answer:",Realated To Gender
"Question: A 46-year-old woman comes to the physician because of a 3-day history of intermittent pain with urination and increased urinary frequency. She says that she had one similar episode during the past 6 months. She also has had irregular menses, and her last menstrual period occurred 2 months ago. She has not had fever, nausea, vomiting, or blood in her urine. She is sexually active with one male partner. Physical examination shows no abnormalities. Urinalysis shows:RBC 35/hpfWBC 1020/hpfNitrites positiveLeukocyte esterase positiveBacteria positive Which of the following is the strongest predisposing risk factor for the development of this patient's condition?
###Options:
A.  Leiomyomata uteri
B.  Perimenopause
C.  Pregnancy
D.  Sexual intercourse

###Answer:",Realated To Gender
"Question: What percentage of these tumors typically occur bilaterally in women with a 21-year-old woman presenting with left lower quadrant pain, accompanied by an anterior 7-cm firm adnexal cyst palpation, and ultrasound confirming a complex left adnexal mass with solid components, including bone and teeth?
###Options:
A.  Less than 1%
B.  2% to 3%
C.  10% to 15%
D.  50%
E.  Greater than 75%

###Answer:",Realated To Gender
"Question: A 25-year-old man comes to the office because of a 4-hour history of irritability, restlessness, tremor, and palpitations.He is a known user of amphetamines. His pulse is 120/min, respirations are 25/min, and blood pressure is 150/100 mmHg. Physical examination shows no abnormalities. The most likely cause of this patient's symptoms is sympathomimeticactivity arising from which of the following?
###Options:
A.  Decreased intracellular metabolism of biogenic amines
B.  Decreased monoamine oxidase activity
C.  Decreased presynaptic receptor activation
D.  Increased intracellular metabolism of biogenic amines
E.  Increased release of biogenic amines

###Answer:",Realated To Gender
"Question: A 22-year-old Caucasian woman presents with a 1-day history of a painful right leg which is erythematous on appearance and tender on palpation. She states that she has had this problem many times in the last few years and her family has also suffered from similar problems. Her grandmother died of a pulmonary embolism. The most likely diagnosis is:
###Options:
A.  Antithrombin deficiency
B.  Factor V Leiden mutation
C.  Protein S deficiency
D.  Lupus anticoagulant
E.  Protein C deficiency

###Answer:",Realated To Gender
"Question: female patient aged 30 has a 5 years history of difficulty getting upstairs and out of a low chair and mild upper limb weakness but no pain. There is no family history. She presented with severe type 2 respiratory failure. EMG showed evidence of myopathy. The most likely diagnosis is:[A] Polymyositis[B] Inclusion body myositis[C] Acid Maltase Deficiency[D] Miller-Fisher Syndrome
###Options:
A.  Polymyositis
B.  Inclusion body myositis
C.  Acid Maltase Deficiency
D.  Miller-Fisher Syndrome
E.  None

###Answer:",Realated To Gender
"Question: A 22 year old man is admitted to hospital via Accident and Emergency having experienced a fit. His partner states it lasted for around 2 minutes, during which time he fell to the ground and made involuntary jerking movements of his arms and legs. He was unconscious during this time. He denies drug use and does not drink alcohol. He does not take regular medication, however states that this kind of episode has been happening to him once every 6 months, for the past 3 years. The last episode was similar, though accompanied by incontinence of urine. You suspect the patient has epilepsy. How may a diagnosis of epilepsy be made?
###Options:
A.  Ambulatory EEG
B.  Clinical diagnosis
C.  CT head
D.  MRI head
E.  standard EEG

###Answer:",Realated To Gender
"Question: A 6-month-old African American girl presents with a bulge in her belly button. The bulge enlarges when she cries, coughs, or strains. A physical exam reveals a globular abdomen, normoactive bowel sounds, and a 1 cm defect in her umbilical area. Which of the following pathology is associated with this condition?
###Options:
A.  Persistent omphalomesenteric duct
B.  Persistent urachus
C.  Failed obliteration of the umbilical ring
D.  Omphalocele
E.  Patent ductus arteriosus

###Answer:",Realated To Gender
"Question: An obese 63-year-old woman presents with a 3-month history of continuous scanty vaginal bleeding. She denies the use of hormone replacement therapy. Adequate history and physical examination in the office reveal no other abnormalities. A Pap smear is negative. Which of the following is the next most appropriate step in her management?
###Options:
A.  Begin estrogen replacement therapy
B.  Sample the endometrium
C.  Perform colposcopic evaluation of the cervix
D.  Obtain random biopsies of the cervix
E.  Obtain serum follicle-stimulating hormone (FSH), luteinizing hormone (LH), estradiol, and prolactin levels

###Answer:",Realated To Gender
"Question: What would be the most appropriate next step in the management of a 22-year-old woman who presents for her first Pap smear, with a history of sexual activity with only one partner since age 19, and whose physical examination is normal, but whose Pap smear results return showing high-grade squamous intraepithelial lesion (HGSIL) with no endocervical cells seen on the smear?
###Options:
A.  Perform colposcopy and directed cervical biopsies
B.  Perform random cervical biopsies
C.  Order HPV typing on the initial Pap smear
D.  Repeat the Pap smear to obtain endocervical cells
E.  Perform a cone biopsy of the cervix

###Answer:",Realated To Gender
"Question: A 30-year-old woman is 16 weeks pregnant in her third pregnancy.
Her blood pressure is 155/105 mmHg; 4 weeks earlier, it was
150/100 mmHg. Her urinalysis shows + protein. Her spot urinary
protein/creatinine ratio is 35 mg/mmol, and a 24-h urine collection
result shows 0.35 g protein. Which one of the following is considered
the most likely diagnosis?
###Options:
A.  Gestational hypertension.
B.  Nephrotic syndrome.
C.  Pre-eclampsia.
D.  Chronic hypertension.
E.  Chronic hypertension and superimposed pre-eclampsia.

###Answer:",Realated To Gender
"Question: A 20-year-old woman is not having menstrual cycles. Her plasma progesterone concentration is found to be minimal. What is the explanation for the low level of progesterone?
###Options:
A.  LH secretion rate is elevated
B.  LH secretion rate is suppressed
C.  FSH secretion rate is suppressed
D.  No corpus luteum is present
E.  High inhibin concentration in the plasma has suppressed progesterone synthesis

###Answer:",Realated To Gender
"Question: A previously healthy 45-year-old woman who works as a park ranger comes to the physician because of a 1-week historyof shortness of breath, even at rest. She has lived in the mountains at 10,000 feet above sea level for 2 years; thephysicians office is located at sea level. Her pulse is 85/min, respirations are 18/min, and blood pressure is 125/90 mmHg. Physical examination while sitting upright shows jugular venous distention and 2  pedal edema. During the past 2years, which of the following has most likely decreased in this patient?
###Options:
A.  Height of P waves in lead I of the patient's ECG
B.  Height of R waves in lead V1 of the patient's ECG
C.  Hematocrit
D.  Pulmonary vascular resistance
E.  Right ventricular diastolic compliance

###Answer:",Realated To Gender
"Question: 28 years old woman with previous history of having baby with down's syndrome is now 12 weeks pregnant. Which of the following would you suggest to her:
###Options:
A.  Amniocentesis
B.  Obstetric ultrasound
C.  Chorionic villous sampling
D.  Fetal blood sampling
E.  wait till eighteen weeks for detailed ultrasound and amniocentesis

###Answer:",Realated To Gender
"Question: A 7 month old girl is diagnosed with biliary atresia, which clinical feature is most unlikely to be
present in her.

###Options:
A.  Jaundice
B.  . Dark color urine
C.  Pale bulky stool
D.  Hepatosplenomegaly
E.  Progressive ascites

###Answer:",Realated To Gender
"Question: . A 20 year old girl with 9 months history of neck and swelling with thyrotoxic
symptoms.On investigation increased T4 and decreased TSH with palpable 2 cm
nodule was found.Next investigation will be -

###Options:
A.  Thyroid scan
B.  USG
C.  CT scan
D.  Radioactive iodine uptake

###Answer:",Realated To Gender
"Question: A 14-year-old boy presents with a fever and difficulty swallowing for 2 days. He was treated for tonsillitis 2 weeks ago, his parents report a ""muffled and nasal"" voice, and he is up to date with his vaccinations. His vitals are temperature 38.3 °C (101 °F), heart rate 93 bpm, and respiratory rate 19 breaths/min. The physical examination demonstrates drooling, swelling and pus on the right tonsil, a deviated uvula towards the left, and cervical lymphadenopathy. The abdominal examination shows no organomegaly. A complete blood count with differential is significant for leukocytosis. Which of the following is the most likely causative organism?
###Options:
A.  Streptococcus pyogenes
B.  Staphylococcus aureus
C.  Streptococcus pneumoniae
D.  Moraxella catarrhalis
E.  Streptococcus pyogenes

###Answer:",Realated To Gender
"Question: A 68-year-old female presents with dyspnea, leg swelling, and fatigue. Her vital signs are blood pressure 115/75 mmHg, pulse 98 and regular, and respiration 26. The exam shows jugular venous distention, a holosystolic III/VI murmur at the apex, crackles at both lung bases, and 2+/4 pedal edema. An echocardiogram shows an enlargement of all chambers, biventricular systolic dysfunction, moderate pulmonary hypertension, an ejection fraction of 20%, and severe mitral regurgitation. After diuresis, what is the best therapy for this patient?
###Options:
A.  Digoxin
B.  Aspirin
C.  Angiotensin-converting enzyme inhibitors
D.  Calcium channel blockers
E.  Frusemide

###Answer:",Realated To Gender
"Question: A 31 year old lady has presented to you with increased urinary frequency and muscle weakness. Her past medical history includes severe depression, for which she takes sertraline. On routine bloods her calcium is 2.9 (normal 2.25-2.5). Chest X Ray and urinalysis are normal. What is the most likely cause of her hypercalcaemia?
###Options:
A.  Lung cancer
B.  Thyrotoxicosis
C.  Iatrogenic
D.  Primary hyperparathyroidism
E.  Secondary hyperparathyroidism

###Answer:",Realated To Gender
"Question: A male secondary school teacher in a small town comes for a medical checkup for insurance enrolment. He is found to have a weight of 98 Kgs, and a height of 154cm. His blood pressure is 132/98, and a fasting blood sugar of 6.7mmol/L. Which of the following statement is TRUE?
###Options:
A.  His BMI is 29 which means he is overweight
B.  He has normal blood pressures
C.  He definitely doesn't have any risks for diabetes mellitus given his normal fasting blood sugar
D.  He has pre-diabetes and obesity
E.  He should be immediately started on medicine for treatment of diabetes and hypertension

###Answer:",Realated To Gender
"Question: A 65-year-old man with a history of hypertension, diabetes, and previous myocardial infarctionpresents with symptoms of shortness of breath, fatigue, and oedema. His examination reveals araised JVP and bilateral pitting oedema. On examination, his heart rate is 110 beats per minute, respiratory rate is 22 breaths per minute, and oxygen saturation is 96% on room air. He has an S3 gallop and bilateral pitting oedema. His B-type natriuretic peptide level is elevated. Which of the following is the most appropriate initial management for this patient?
###Options:
A.  Ivabradine
B.  ACE inhibitors
C.  Sodium restriction
D.  Beta-blockers
E.  Diuretics

###Answer:",Realated To Gender
"Question: 75 year-old woman with acute monocular visual loss. Fundoscopy reveals a swollen pale optic disc in the affected eye. What is the mose likely diagnosis?[A] Central retinal vein occlusion.[B] Closed angle glaucoma.[C] Giant cell arteritis.[D] Optic neuritis.
###Options:
A.  Central retinal vein occlusion.
B.  Closed angle glaucoma.
C.  Giant cell arteritis
D.  optic neuritis
E.  none

###Answer:",Realated To Gender
"Question: A 40-year-old woman presents to the clinic with upper abdominal pain and nausea for the last 3 months. The pain is dull, worse in between meals, and is 5/10 in intensity. Her medical history is significant for hypertension, diabetes mellitus, and heavy smoking. The physical examination shows discomfort in the epigastric area. An upper endoscopy shows an ulcer in the duodenal bulb. Biopsy of the stomach lining reveals inflammation affecting the antrum but sparing the body and the fundus, as well as colonization by Helicobacter pylori and decreased numbers of D cells. Which of the following is expected to be seen in this patient?
###Options:
A.  Decreased gastrin due to loss of G cells
B.  Decreased gastrin due to loss of C cells
C.  ncreased pepsinogen secretion due to high levels of gastrin
D.  Decreased pepsin activation due to high pH
E.  Hypoplasia of gastrin-releasing G cells

###Answer:",Realated To Gender
"Question: A 40-year-old man with HIV infection presents with a 6-month history of weight loss, chronic diarrhea, and abdominal pain. He is on antiretroviral therapy (ART) but has poor adherence. What is the most likely cause of his symptoms?
###Options:
A.  Cryptosporidiosis
B.  Microsporidiosis
C.  Isosporiasis
D.  Giardiasis
E.  Cyclosporiasis

###Answer:",Realated To Gender
"Question: A 41 y/o males comes into your office complaining that he can't see as well as he used to when reading a book but his vision is fine for distance.  What is the most likely diagnosis?
###Options:
A.  Presbyopia
B.  Hyperopia
C.  Nystagmus
D.  Astigmatism
E.  Stabismus

###Answer:",Realated To Gender
"Question: A 3 year old boy with normal developmental milestones with delayed speech and difficulty in communication and concentration. He is not making friends. Most probable diagnosis is
###Options:
A.  Autism
B.  ADHD
C.  Mental retardation
D.  Specific leaming disability
E.  None of the above

###Answer:",Realated To Gender
"Question: A 60-year-old man presents with a painful, swollen area on his left leg. He reports several similar episodes in other areas of his extremities. He denies a history of fever, body aches, shortness of breath, abdominal pain, or other associated symptoms. He has a medical history of hyperlipidemia and hypertension. His vital signs are normal. On physical examination, he has a dark complexion and conjunctival icterus. He has no chest wall or abdominal tenderness. There is a tender, warm, erythematous, cord-like area in the medial distal left thigh. In addition to a radiographic evaluation of the left lower extremity, which of the following diagnostic studies is also indicated?
###Options:
A.  Computed tomography (CT) of the abdomen
B.  Magnetic resonance imaging (MRI) brain
C.  Lumbar puncture
D.  Electromyography
E.  x-ray

###Answer:",Realated To Gender
"Question: A 37-year-old man who is a carpenter is brought to the emergency department 45 minutes after the sudden onset of fever, shortness of breath, and palpitations. Four days ago, he sustained a puncture wound to his left hand; he treated the wound with antibacterial cream and a bandage. His temperature is 39°C (102.2°F), pulse is 120/min, respirations are 28/min, and blood pressure is 100/60 mm Hg. Examination of the left hand shows diffuse swelling, erythema, and a 2-cm, necrotic puncture wound. His leukocyte count is 14,000/mm3. Arterial blood gas analysis on room air shows a PCO2 of less than 32 mm Hg. Which of the following is the most likely infectious agent in this patient?
###Options:
A.  Clostridium tetani
B.  Mycobacterium abscessus
C.  Pasteurella multocida
D.  Pseudomonas aeruginosa
E.  Staphylococcus aureus

###Answer:",Realated To Gender
"Question: A large cystic ovarian tumor is detected in a woman on routine antenatal check up. The most common complication she can encounter is: 
###Options:
A.  Torsion
B.  Rupture
C.  Haemorrhage
D.  Degeneration
E.  Infection

###Answer:",Realated To Gender
